Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Space People Occupant Count [](TimeStep),SPACE2-1:Space People Occupant Count [](TimeStep),SPACE3-1:Space People Occupant Count [](TimeStep),SPACE4-1:Space People Occupant Count [](TimeStep),SPACE5-1:Space People Occupant Count [](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 06/01  12:00:00,16.0,8.8,4.0,8.8,4.0,16.0,26.656564622862636,24.996826267186677,24.996834726927474,24.996885526483005,24.996744587639615,24.996561644960877,7.256188769334685,6.653884233513622,7.233354762073418,7.148274517693039,7.305143161015863 
 06/01  12:15:00,16.275,4.4,2.0,4.4,2.0,8.0,26.842219541271064,24.997388578010387,24.99740114163312,24.997433942669055,24.99733722004044,24.997151629962318,7.452137569265716,6.924352391462463,7.443536231590727,7.353572557185004,7.527242594692822 
 06/01  12:30:00,16.55,4.4,2.0,4.4,2.0,8.0,27.04992441213821,24.99754361042031,24.997631829833608,24.997571763164334,24.997496839494914,24.997314329358883,7.519644411228697,7.078680848387819,7.504505564155735,7.424477269489003,7.587427854589407 
 06/01  12:45:00,16.825000000000003,4.4,2.0,4.4,2.0,8.0,27.270685774517137,24.99766974655225,24.997823235590353,24.99769689149638,24.997632963243095,24.997459795573782,7.559225639533906,7.2064857479989115,7.55996048998054,7.478930400480749,7.646343946457293 
 06/01  13:00:00,17.1,4.4,2.0,4.4,2.0,8.0,27.477260611534007,24.997774529379832,24.997948289701476,24.9978005227099,24.99774013926176,24.997583856378135,7.571598004297044,7.265811725660768,7.585404362505585,7.496808480327388,7.681279031713913 
 06/01  13:15:00,17.55,8.8,4.0,8.8,4.0,16.0,27.63069277520486,24.997610666761407,24.99785010746365,24.997650061414294,24.997542463337762,24.99742380817924,7.313498232502852,7.085352283562514,7.363153977527546,7.207230034702249,7.472528103814383 
 06/01  13:30:00,18.0,8.8,4.0,8.8,4.0,16.0,27.726756414107168,24.99767284766455,24.997888094168047,24.99771117450774,24.99756883568885,24.997503704729358,7.162295230291633,6.975984654325444,7.225148609358058,6.98390247806222,7.339539867380509 
 06/01  13:45:00,18.45,8.8,4.0,8.8,4.0,16.0,27.82890210054035,24.99766524946844,24.997838365941405,24.997702075172896,24.99755688283265,24.997506229169836,7.007063787460993,6.866645699087783,7.087633346131071,6.7652035469840115,7.213005877678327 
 06/01  14:00:00,18.9,8.8,4.0,8.8,4.0,16.0,27.969576808000017,24.99762150865697,24.997758358718826,24.997658607081302,24.997495094645917,24.99746783720642,6.86274880836433,6.772675431478049,6.9632525268434335,6.559183403281423,7.095916207103372 
 06/01  14:15:00,19.525,11.0,5.0,11.0,5.0,20.0,28.169317276962314,24.99771496167464,24.997821515061645,24.99774737661261,24.997582196427913,24.99757715626905,6.581761407224107,6.536942567948756,6.696968095364582,6.248339319474866,6.845922920982446 
 06/01  14:30:00,20.15,11.0,5.0,11.0,5.0,20.0,28.318383426994963,24.997771473892293,24.997823187318577,24.997782625984204,24.997628442733465,24.997629280996822,6.361165856811027,6.349821316174186,6.490245662928416,6.011921099139627,6.661510559830077 
 06/01  14:45:00,20.775,11.0,5.0,11.0,5.0,20.0,28.427216478552616,24.997753106835066,24.997763340978885,24.997742649582676,24.997591222851252,24.997595330968743,6.165913097986646,6.182675733365528,6.303152756244501,5.799212309540664,6.487780843406213 
 06/01  15:00:00,21.4,11.0,5.0,11.0,5.0,20.0,28.528090701850527,24.997686044907134,24.99767673498036,24.99767702678034,24.99751351080382,24.99751395324668,5.996281200084695,6.037044699237171,6.138622623266926,5.61996265537006,6.331785251111754 
 06/01  15:15:00,21.949999999999996,11.0,5.0,11.0,5.0,20.0,28.67410593451721,24.997716612237536,24.99768601128471,24.997713630491752,24.99753530402956,24.997552475237924,5.873267485601588,5.928478069002779,6.01581093736786,5.487862593720905,6.206252386509391 
 06/01  15:30:00,22.5,11.0,5.0,11.0,5.0,20.0,28.789730697135774,24.997631753373277,24.997586065152827,24.997629368329235,24.997455985776924,24.997450125736325,5.751083692826725,5.820885238354663,5.898038981060267,5.369932626097437,6.078422335063323 
 06/01  15:45:00,23.050000000000004,11.0,5.0,11.0,5.0,20.0,28.874042875710767,24.997531842853174,24.997473719644596,24.99752772993078,24.997367135721355,24.99732703209573,5.651836107914505,5.731878532193335,5.800467945973381,5.279053018104946,5.972445856398906 
 06/01  16:00:00,23.6,11.0,5.0,11.0,5.0,20.0,28.94673013113429,24.99743393143663,24.997366029245097,24.997427262006706,24.997279623351904,24.997203988848675,5.570662029692613,5.658914015857789,5.720418875116309,5.206409505012161,5.884294360837785 
 06/01  16:15:00,23.525000000000002,11.0,5.0,11.0,5.0,20.0,29.11560539677504,24.997497133493482,24.9974264011933,24.997502390359593,24.99730497318751,24.997318401018006,5.536194721635823,5.626083993366464,5.68448927836684,5.1695571214480935,5.832246455094605 
 06/01  16:30:00,23.450000000000003,11.0,5.0,11.0,5.0,20.0,29.22747573582004,24.997334823387703,24.997252632980672,24.997333661518738,24.99713991504312,24.997131404089398,5.496707466129237,5.584830651029918,5.638887858546511,5.135712903833351,5.766144150548499 
 06/01  16:45:00,23.375,11.0,5.0,11.0,5.0,20.0,29.2812069083791,24.99718873832429,24.997091545089507,24.997173641498375,24.997005791207524,24.99694243374188,5.47883857618433,5.562994631618324,5.614584116369116,5.1162477058466465,5.7255864327452315 
 06/01  17:00:00,23.3,11.0,5.0,11.0,5.0,20.0,29.318808938911957,24.99708213952637,24.996969313538017,24.997047789941682,24.996920583084965,24.996787046206688,5.476002909564642,5.555550956272256,5.6056949355032515,5.105740504424304,5.70266538412568 
