Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SPACE1-1:Space People Occupant Count [](TimeStep),SPACE2-1:Space People Occupant Count [](TimeStep),SPACE3-1:Space People Occupant Count [](TimeStep),SPACE4-1:Space People Occupant Count [](TimeStep),SPACE5-1:Space People Occupant Count [](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep),SPACE1-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE3-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE4-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),SPACE5-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 06/17  08:30:00,25.75,11.0,5.0,11.0,5.0,20.0,23.87229982226031,24.08715673719888,24.1009051762912,24.111552920374308,24.035509050059513,24.152521284535247,15.793561990724612,15.606912423304365,15.57223915428655,16.061744138301478,15.861661103183707 
 06/17  08:45:00,26.074999999999996,11.0,5.0,11.0,5.0,20.0,24.214590425225193,24.638377866689552,24.65860186133158,24.662941843376462,24.605442663658465,24.706657041756074,11.749414291635176,11.443728815261636,11.512210339249435,11.858842363931629,12.084649432537176 
 06/17  09:00:00,26.4,11.0,5.0,11.0,5.0,20.0,24.48073014760046,24.92366555612707,24.946447781145864,24.94566143179506,24.90313471849096,24.969531148086567,9.593707647455545,9.23195333311537,9.378187320619972,9.600088276404051,10.125247999430016 
 06/17  09:15:00,26.674999999999997,11.0,5.0,11.0,5.0,20.0,24.895805075222235,24.996680806302923,24.99738653660114,24.997482606585105,24.99575246951281,24.99837810561798,8.249673446472116,7.9440269790459865,8.123402548612177,8.161566112367467,8.998509830007933 
 06/17  09:30:00,26.95,11.0,5.0,11.0,5.0,20.0,25.145040252263943,24.998848153342998,24.99873636906199,24.99884948996549,24.99873522504763,24.998791954946626,7.513702953501522,7.198959246581239,7.407250486227909,7.414515370574875,8.276164125168904 
 06/17  09:45:00,27.225,11.0,5.0,11.0,5.0,20.0,25.328373953678817,24.99834839584411,24.998185204465003,24.99833440187949,24.998225191091514,24.998267696194567,7.055361694407267,6.742639497660505,6.9733517677349965,6.956164264115486,7.813387310227384 
 06/17  10:00:00,27.5,11.0,5.0,11.0,5.0,20.0,25.522242138983344,24.997819131002586,24.997636629218615,24.99780972296123,24.99767811910308,24.997745077751876,6.720344715371596,6.4423873224731665,6.656888464031297,6.626322705042128,7.472595623804409 
 06/17  10:15:00,27.7,11.0,5.0,11.0,5.0,20.0,25.76051320350311,24.997433667082884,24.997249410548903,24.997427856228523,24.99728491090998,24.997350824206492,6.450234410847216,6.189426943986106,6.396566846281857,6.360110822994031,7.166450981164672 
 06/17  10:30:00,27.9,11.0,5.0,11.0,5.0,20.0,25.976371047845987,24.997189709877365,24.99701902730431,24.997186419727594,24.99704279325145,24.99708145586471,6.264346339416846,6.018974723351647,6.217473162101328,6.178516454464514,6.955082436156104 
 06/17  10:45:00,28.1,11.0,5.0,11.0,5.0,20.0,26.171698058001095,24.99703598199744,24.99688810809602,24.997030931620273,24.99689635168353,24.99689122704862,6.116086210624928,5.887582194700954,6.069388890891759,6.035054540300067,6.779494427665739 
 06/17  11:00:00,28.3,11.0,5.0,11.0,5.0,20.0,26.361460524922983,24.996943884798018,24.99681547435698,24.996944215230656,24.99681945545652,24.996758044429818,6.005986177694908,5.7863895213638585,5.969727999182808,5.936007636948474,6.6334818090679875 
 06/17  11:15:00,28.475,8.8,4.0,8.8,4.0,16.0,26.53795041068761,24.99707875399503,24.99697526987656,24.997079897979667,24.996974440122845,24.9968947876932,5.975671005759764,5.769829750020705,5.94378942031517,5.910418520160903,6.595086176675949 
 06/17  11:30:00,28.65,8.8,4.0,8.8,4.0,16.0,26.715892816413618,24.997104955984117,24.997032247281567,24.9971074763775,24.99701342697766,24.9968806468094,5.924854812932807,5.735527643519561,5.897241495673256,5.864476018490407,6.524148307921578 
 06/17  11:45:00,28.825,8.8,4.0,8.8,4.0,16.0,26.88964672225445,24.997178683481305,24.99713571757077,24.997182365457917,24.997098338300077,24.996912946404176,5.8837848625119165,5.7115374656348905,5.860442206425034,5.827645268624494,6.471195505891458 
 06/17  12:00:00,29.0,8.8,4.0,8.8,4.0,16.0,27.052948401513273,24.997256750181094,24.99723631478941,24.9972606383097,24.997184780231205,24.996958194856305,5.8431090583138,5.689117109254468,5.823459535298895,5.790781480115541,6.421095995004961 
 06/17  12:15:00,29.15,4.4,2.0,4.4,2.0,8.0,27.173196281876322,24.997695870646858,24.99768230542565,24.99769828222488,24.997642787972858,24.997488399696305,5.946851306108982,5.803632410193117,5.929634044962256,5.896924495814972,6.56239187668497 
 06/17  12:30:00,29.3,4.4,2.0,4.4,2.0,8.0,27.301580305654856,24.997861993659306,24.997868908192842,24.997863274837364,24.997820359612035,24.997631907590243,5.9689337182920355,5.845587013179099,5.953076721753021,5.9231009982429015,6.5808883533929645 
 06/17  12:45:00,29.450000000000003,4.4,2.0,4.4,2.0,8.0,27.427220819598364,24.998086152214686,24.998108208869123,24.99808152433731,24.998050015317755,24.997819284541936,6.0053692426075855,5.894072880093873,5.982110752683781,5.953569560646443,6.621585691206619 
 06/17  13:00:00,29.6,4.4,2.0,4.4,2.0,8.0,27.52792979761845,24.998298962461693,24.998326669351783,24.998295300419315,24.998269578527896,24.998007758901938,6.052530799944307,5.949126117626577,6.032728940142945,5.999275662322404,6.68116287123803 
 06/17  13:15:00,29.750000000000004,8.8,4.0,8.8,4.0,16.0,27.588652630561917,24.998209036320798,24.998235391746586,24.998201570885524,24.99817145651072,24.997807820520432,5.9548075174373025,5.853646325096179,5.928445178476736,5.890516362788574,6.555553670302615 
 06/17  13:30:00,29.9,8.8,4.0,8.8,4.0,16.0,27.674083836645316,24.99819881099281,24.99820402759787,24.998188738337006,24.99815209425633,24.997814316634834,5.922658522844188,5.822051815226629,5.892096865797797,5.854721882662034,6.53165431502579 
 06/17  13:45:00,30.049999999999997,8.8,4.0,8.8,4.0,16.0,27.765199362743846,24.99803994624696,24.998021582701792,24.99802959735529,24.99798081789164,24.997696868940935,5.867821413089743,5.7756628273992305,5.838495247219427,5.800370335022166,6.472165705480634 
 06/17  14:00:00,30.2,8.8,4.0,8.8,4.0,16.0,27.840825283836413,24.997869986313447,24.997832737130036,24.997858041290723,24.99780016169198,24.99755782526427,5.831343846029284,5.744379609770206,5.799681039496974,5.762656134322427,6.42955317171338 
 06/17  14:15:00,30.375,11.0,5.0,11.0,5.0,20.0,27.95937791608905,24.997685216573984,24.99763290951559,24.997675153871057,24.997604837338756,24.997374282427838,5.745592663925876,5.667781094936316,5.717491994702229,5.680053436585354,6.306641310949459 
 06/17  14:30:00,30.549999999999997,11.0,5.0,11.0,5.0,20.0,28.034386339016706,24.997507549471575,24.99744436630246,24.997499520240616,24.99742262664266,24.99719819166506,5.70715188297865,5.634364664888949,5.682342076633546,5.645018089582209,6.252656737908495 
 06/17  14:45:00,30.724999999999998,11.0,5.0,11.0,5.0,20.0,28.069140152764188,24.997305546256744,24.997238950460844,24.997302783867635,24.997201478334514,24.99699769384862,5.642633737827737,5.5832687381954145,5.626074542776749,5.567962577761634,6.166866932864792 
 06/17  15:00:00,30.9,11.0,5.0,11.0,5.0,20.0,28.091924097497852,24.99712836947503,24.997063069716123,24.9971299997153,24.99699967272232,24.996815920002515,5.576330330605046,5.530689544313859,5.566510653711418,5.485497909606508,6.080656825097975 
 06/17  15:15:00,31.074999999999996,11.0,5.0,11.0,5.0,20.0,28.15131122697987,24.997131305032376,24.99706272829442,24.997132390645174,24.996979644251507,24.996860868870765,5.517168907234506,5.479218404760502,5.508795222512333,5.411756491822885,6.01231184858311 
 06/17  15:30:00,31.25,11.0,5.0,11.0,5.0,20.0,28.186565164037454,24.997024032735666,24.996963575527506,24.99703168504152,24.9968456557141,24.99675037288047,5.440706895253825,5.418643348312585,5.441723617328506,5.31770268694757,5.920631126807024 
 06/17  15:45:00,31.425000000000004,11.0,5.0,11.0,5.0,20.0,28.205445524353326,24.996966430674465,24.996904947824618,24.9969732781388,24.996797571384114,24.996665575238126,5.413067268646159,5.394682379421937,5.416274801098282,5.286575663443401,5.888991817533565 
 06/17  16:00:00,31.6,11.0,5.0,11.0,5.0,20.0,28.22886753001401,24.996936070538844,24.99687392104054,24.99694375857906,24.9967849569272,24.996604736753586,5.390648543701488,5.377079011404987,5.398887084725956,5.2598188832154165,5.864063770876214 
 06/17  16:15:00,31.675000000000004,11.0,5.0,11.0,5.0,20.0,28.347777375451855,24.997175439938584,24.9971095750166,24.99718537403797,24.997023084512676,24.99693304519788,5.388847803337001,5.3792154983215,5.400733160193155,5.249729494269701,5.860448595522882 
 06/17  16:30:00,31.75,11.0,5.0,11.0,5.0,20.0,28.433128831751176,24.997128107175357,24.997059676624783,24.997136104559875,24.996981045198787,24.996866273511873,5.374381699808993,5.367558760248215,5.388107122985346,5.229675792339378,5.830499089406786 
 06/17  16:45:00,31.824999999999996,11.0,5.0,11.0,5.0,20.0,28.48374088158079,24.99710436322997,24.997021211901547,24.997099221660566,24.997001866474566,24.99679578689686,5.41062405837603,5.394718057712282,5.418074487042787,5.272984222231273,5.865074353098521 
 06/17  17:00:00,31.9,11.0,5.0,11.0,5.0,20.0,28.532166271649576,24.99709238867792,24.997003760407328,24.997080096407476,24.9970249122893,24.99674180256354,5.44856045182587,5.429637088420549,5.4541044785880075,5.3155181332330415,5.901699544645879 
 06/17  17:15:00,31.849999999999998,11.0,5.0,11.0,5.0,20.0,28.589290034647632,24.997121250429494,24.997029641263442,24.997105088026647,24.99709557530862,24.996722206679408,5.524265316618056,5.499209925959121,5.52813693362566,5.406364455204539,5.974301890871445 
 06/17  17:30:00,31.799999999999997,11.0,5.0,11.0,5.0,20.0,28.64491183849489,24.997154358827505,24.997063948763568,24.997138093623132,24.997159479789172,24.99671870011903,5.607283473145529,5.578152343009251,5.611314228538177,5.511060145736735,6.053595723355414 
 06/17  17:45:00,31.75,11.0,5.0,11.0,5.0,20.0,28.684918579969672,24.997152258407844,24.997067208390813,24.997139818189947,24.997148377738352,24.996699069701588,5.6527789872071,5.626006121766537,5.660506041922488,5.556462046790799,6.088154299901305 
 06/17  18:00:00,31.7,11.0,5.0,11.0,5.0,20.0,28.708204938024107,24.9971423460356,24.997060495066716,24.99713268933824,24.997128849966312,24.99667892299659,5.699727607335248,5.6740073784017255,5.710384608627734,5.609362834369122,6.126022561563872 
 06/17  18:15:00,31.549999999999997,5.5,2.5,5.5,2.5,10.0,28.713510834113084,24.998098744817813,24.998044763080287,24.998107434242385,24.99805578537209,24.99801918390781,6.057449234211077,6.033154908253422,6.074265044541676,5.966919407828129,6.5579587562664585 
 06/17  18:30:00,31.4,5.5,2.5,5.5,2.5,10.0,28.757672176921965,24.99815933122833,24.99811534373969,24.998168048302652,24.99812597125029,24.998062054060405,6.225504231316265,6.203385467730982,6.241257970558536,6.147351379029885,6.67858170228979 
 06/17  18:45:00,31.250000000000004,5.5,2.5,5.5,2.5,10.0,28.779181128076043,24.998241565951233,24.9982038836977,24.99824709395037,24.99822267665375,24.998096196425475,6.373584262309549,6.352771391894336,6.3887638932717294,6.306957577717995,6.79722024413266 
 06/17  19:00:00,31.1,5.5,2.5,5.5,2.5,10.0,28.76045235905668,24.998326162744583,24.99829231206772,24.99832880248574,24.99831712638144,24.998139768112758,6.5051616307405595,6.484504313100203,6.520320800052318,6.446650493206818,6.907543393778695 
 06/17  19:15:00,30.900000000000002,3.3,1.5,3.3,1.5,6.0,28.615425633698642,24.998694065169996,24.9986771287769,24.998702874721744,24.998689931608617,24.99858053498283,6.841652382975411,6.824398386692025,6.862374907732786,6.772517990801745,7.2307409340322835 
 06/17  19:30:00,30.700000000000003,3.3,1.5,3.3,1.5,6.0,28.50624397084197,24.998731220350056,24.998719833083964,24.998741291421577,24.998730581699686,24.99859909162667,7.040701224919047,7.025245968852246,7.061833174203116,6.994222019126539,7.39372733976478 
 06/17  19:45:00,30.5,3.3,1.5,3.3,1.5,6.0,28.44779394680401,24.998813119966652,24.99880169005167,24.998815262617594,24.99882448512085,24.99865219694261,7.266791111466432,7.245863388126537,7.2766966276413285,7.240258058362642,7.591689590141414 
 06/17  20:00:00,30.3,3.3,1.5,3.3,1.5,6.0,28.39047051366973,24.998870278844443,24.998860370166938,24.9988710892118,24.998883963752963,24.99869346685027,7.423078610965604,7.402254496856187,7.433067187051705,7.400023603987904,7.728939950498869 
 06/17  20:15:00,30.1,3.3,1.5,3.3,1.5,6.0,28.314762645851356,24.99891680405618,24.99890664829453,24.998916134601444,24.99893054040887,24.99872986025033,7.562809043494255,7.539796125459148,7.571770748623081,7.542324386314519,7.855332427285248 
 06/17  20:30:00,29.9,3.3,1.5,3.3,1.5,6.0,28.22792227434624,24.9989542684036,24.998943288750368,24.998952507403143,24.99896710901635,24.99876167286841,7.689403126833184,7.663710389038485,7.697681116074335,7.670848136019288,7.972502215602702 
 06/17  20:45:00,29.7,3.3,1.5,3.3,1.5,6.0,28.13944438831773,24.99898371460159,24.998971560212077,24.99898106575076,24.998995032421174,24.998788431948768,7.8053942822441655,7.776649252055265,7.813183514315696,7.787922744882437,8.081892618997387 
 06/17  21:00:00,29.5,3.3,1.5,3.3,1.5,6.0,28.05354789300753,24.999006747958447,24.99899719591558,24.999003296621076,24.98363592904549,24.998810659711438,7.912281983065526,7.889284815545281,7.919732880314896,7.931772521346858,8.204620999327858 
 06/17  21:15:00,29.325,0.0,0.0,0.0,0.0,0.0,27.572031266349043,24.521430272425825,24.48203104912845,24.52015264889957,24.453660389939134,24.587566091471125,10.23703760564841,10.372314534807629,10.269682759015524,10.519288151994417,10.315990704943374 
 06/17  21:30:00,29.15,0.0,0.0,0.0,0.0,0.0,27.241639959727507,24.20735113109588,24.148911395930956,24.202775680518613,24.11250035070408,24.296470828725965,12.109034512288844,12.39492926907397,12.17175015932527,12.616224788879322,11.988748312249427 
 06/17  21:45:00,28.975,0.0,0.0,0.0,0.0,0.0,26.99225708953445,23.975889134844437,23.905390992311382,23.967022824009774,23.863365794192212,24.070995376783735,13.737642873641931,14.151369332007107,13.839140165533578,14.438237357432484,13.422750219180102 
 06/17  22:00:00,28.8,0.0,0.0,0.0,0.0,0.0,26.57404848525044,23.509897150205223,23.418316651305318,23.489229504802882,23.36418722477334,23.573875113637726,16.807413410475803,17.451100110166436,17.0010735861771,17.870568479717477,16.489804698875787 
 06/17  22:15:00,28.625,0.0,0.0,0.0,0.0,0.0,26.3057538242484,23.253762893970432,23.168792174822965,23.225923492872724,23.116327730112175,23.234190105264382,19.097769027913117,19.802932386000847,19.358574744975968,20.263162964248167,19.18435560748405 
 06/17  22:30:00,28.450000000000003,0.0,0.0,0.0,0.0,0.0,26.082441492832604,23.121319584400236,23.04654586704566,23.08671568167201,22.999602577613327,23.031200537901327,20.6068421812582,21.32497711136486,20.974913842817244,21.77528917322718,21.127333563340585 
 06/17  22:45:00,28.275000000000002,0.0,0.0,0.0,0.0,0.0,25.869227226399705,23.032795409494597,22.96235760913447,22.994513958263443,22.918344178721746,22.910934967117534,21.78821280140896,22.518409740157892,22.191066540853328,22.966607104646044,22.49811050594478 
 06/17  23:00:00,28.1,0.0,0.0,0.0,0.0,0.0,25.66863004418397,22.954548444254034,22.881694329142313,22.915821323044337,22.842363685083996,22.830282719735962,22.878939847195667,23.68042064513172,23.296699478680324,24.066369706687297,23.602271685898927 
 06/17  23:15:00,27.900000000000002,0.0,0.0,0.0,0.0,0.0,25.482244965756667,22.88088814272909,22.805895161760514,22.843859428194875,22.769727958723315,22.76467964036063,23.908033197675664,24.75054705736217,24.317540678270973,25.12361947424492,24.569001764218484 
 06/17  23:30:00,27.700000000000003,0.0,0.0,0.0,0.0,0.0,25.307040744982604,22.81415062731811,22.73995545897619,22.77964828652846,22.704728220299486,22.705182243175457,24.864059712478763,25.722092573561838,25.255683772038665,26.093637029119165,25.468837325284426 
 06/17  23:45:00,27.5,0.0,0.0,0.0,0.0,0.0,25.1406084087548,22.755158461687035,22.68565169019772,22.72335657466344,22.64625707514433,22.65031979779516,25.739050322409938,26.55691563230144,26.10806317940491,27.003031863294012,26.31399229506225 
 06/17  24:00:00,27.3,0.0,0.0,0.0,0.0,0.0,24.98276467206291,22.70255092972526,22.63781920948088,22.673540500707393,22.594843218152977,22.600331344864973,26.54112758334051,27.330513125848782,26.88393258290904,27.807418054302303,27.101867422822053 
 06/18  00:15:00,27.075000000000003,0.0,0.0,0.0,0.0,0.0,24.833999287521518,22.65205215289949,22.58992522691354,22.62475266120365,22.545829897084428,22.55465761554511,27.339277497445593,28.119367294514205,27.676753805096084,28.610701164662842,27.852208121083592 
 06/18  00:30:00,26.85,0.0,0.0,0.0,0.0,0.0,24.694481026890244,22.602572034416667,22.539870700017982,22.57604805382385,22.49966812983058,22.512522826108977,28.104059694969138,28.91689621601691,28.4421054958745,29.342243657179793,28.54977530545598 
 06/18  00:45:00,26.624999999999996,0.0,0.0,0.0,0.0,0.0,24.563526507838617,22.554881272953057,22.491589704678244,22.528811816997827,22.455042306408227,22.47331372560691,28.83749860450982,29.65983110013542,29.178594789580274,30.05873099794573,29.205666955939634 
 06/18  01:00:00,26.4,0.0,0.0,0.0,0.0,0.0,24.440295744092143,22.50957033535751,22.44695935434033,22.484017608225653,22.411799811257318,22.43661266655806,29.53790602085367,30.360840073451044,29.881201061191476,30.746491094192564,29.824220551866247 
 06/18  01:15:00,26.124999999999996,0.0,0.0,0.0,0.0,0.0,24.324035440395356,22.465451679279997,22.4044255418239,22.440572607477385,22.36926961986754,22.4019430355437,30.221900550197574,31.03519137255347,30.565997108521714,31.418932618302662,30.405457728094433 
 06/18  01:30:00,25.85,0.0,0.0,0.0,0.0,0.0,24.214080643242852,22.422178967004257,22.362963619300416,22.398107206816956,22.32761148791181,22.369010618667883,30.89049330693068,31.690302253489534,31.23280099332986,32.07480713814559,30.959568956766844 
 06/18  01:45:00,25.575000000000003,0.0,0.0,0.0,0.0,0.0,24.110462965400387,22.380088270767683,22.322548473511194,22.356839962059002,22.28726659661018,22.337741449189757,31.540800659931037,32.32781768134798,31.881889619128017,32.71036999412729,31.48628941584292 
 06/18  02:00:00,25.3,0.0,0.0,0.0,0.0,0.0,24.012639832072388,22.339384291740082,22.28339678439404,22.316951244059496,22.24830469799385,22.308039748615286,32.17473710427055,32.950934497861965,32.51565941897252,33.328274151119786,31.989354355635015 
 06/18  02:15:00,24.925,0.0,0.0,0.0,0.0,0.0,23.919016702332435,22.296277817324917,22.241175146811884,22.2737872017016,22.20637309756827,22.278993764263934,32.874466937519685,33.64994191413807,33.2354211235679,34.02407092319582,32.49064331263821 
 06/18  02:30:00,24.55,0.0,0.0,0.0,0.0,0.0,23.827971910786417,22.250444267536476,22.19587519836338,22.227346828415026,22.161325473139847,22.250039868156026,33.60001074315667,34.37902705562105,33.98688130728911,34.74938235854448,32.986910936896194 
 06/18  02:45:00,24.175,0.0,0.0,0.0,0.0,0.0,23.73849502327075,22.20361668913621,22.149655753137967,22.18009992004729,22.115247055453,22.221122844247265,34.34151159887364,35.12477670723412,34.754682668862316,35.492333688081544,33.48080968982383 
 06/18  03:00:00,23.8,0.0,0.0,0.0,0.0,0.0,23.649944810177782,22.15714769425468,22.104076914529397,22.13405151131155,22.069648147985333,22.192331374807285,35.08827285169579,35.87490345242911,35.52219541229475,36.240844751964865,33.97282264827898 
 06/18  03:15:00,23.375,0.0,0.0,0.0,0.0,0.0,23.56171758887409,22.11168930059004,22.060451499169368,22.089951514620857,22.025716429880234,22.163664496803275,35.82915378694413,36.601883448984466,36.26321356014466,36.96930931276421,34.46153375515796 
 06/18  03:30:00,22.950000000000003,0.0,0.0,0.0,0.0,0.0,23.473137256205337,22.067325624190204,22.01901170092205,22.047422947829627,21.983994274665584,22.1350925184505,36.5678110806484,37.31701832418962,36.9954490945317,37.687890723737915,34.950316651791596 
 06/18  03:45:00,22.525000000000002,0.0,0.0,0.0,0.0,0.0,23.383617543032006,22.023286220490974,21.9774267415426,22.004320890628456,21.94279965489598,22.10660852540594,37.30945827148492,38.03527696417046,37.735981499568275,38.404460300989605,35.43930550194642 
 06/18  04:00:00,22.1,0.0,0.0,0.0,0.0,0.0,23.292718251265303,21.979174975538754,21.93417544022649,21.9595026619254,21.900310104596308,22.078157600559997,38.058971078473796,38.77327879277696,38.497488577524564,39.13599558019549,35.92972843593603 
 06/18  04:15:00,21.900000000000002,0.0,0.0,0.0,0.0,0.0,23.200417293753706,21.93882564425247,21.89330790633869,21.917621356366336,21.860047255631823,22.050715521535295,38.71323355009733,39.43300569058348,39.168881285430885,39.79053741569736,36.39902202701446 
 06/18  04:30:00,21.700000000000003,0.0,0.0,0.0,0.0,0.0,23.107205800620708,21.902738113172333,21.855692051348917,21.879550836555552,21.82278745270674,22.02460354831451,39.328526140759834,40.065811589373126,39.80816566175502,40.41945323435242,36.85487386421357 
 06/18  04:45:00,21.5,0.0,0.0,0.0,0.0,0.0,23.013717925931864,21.86898794128509,21.819952437722907,21.843634644094305,21.787277366416948,21.999500403450856,39.91764172192748,40.67735494370453,40.42360173820314,41.028296154144925,37.2986512943189 
 06/18  05:00:00,21.3,0.0,0.0,0.0,0.0,0.0,22.924235811056644,21.846290612775498,21.802440810808186,21.832237713693562,21.763700210969006,21.983559360637525,40.17615125458461,40.789161742783335,40.36666963781459,41.29392691448908,37.41461566333455 
 06/18  05:15:00,21.375,0.0,0.0,0.0,0.0,0.0,22.842286093613247,21.841308309025795,21.80710035455284,21.843756461004627,21.759601651287756,21.979690201890175,40.18521558596,40.643191787226264,40.11049591498512,41.30162045674289,37.458449258648436 
 06/18  05:30:00,21.450000000000003,0.0,0.0,0.0,0.0,0.0,22.76763729876177,21.84691241713368,21.820960493545904,21.862307090290656,21.767071896156846,21.982869684394775,40.0986724526248,40.4099062265946,39.81641823891152,41.19398405580178,37.451075667998275 
 06/18  05:45:00,21.525000000000002,0.0,0.0,0.0,0.0,0.0,22.697855949427137,21.851218623887206,21.826554151851557,21.86830395400379,21.773240369610868,21.98349022041671,40.09812363595461,40.43856927089556,39.88992647098929,41.153211001973524,37.57888361239323 
 06/18  06:00:00,21.6,0.0,0.0,0.0,0.0,0.0,22.631599217674676,21.850528054606,21.823881763334604,21.86371644805481,21.77293566879896,21.978675298066083,40.11610716774084,40.47652027105695,39.97267798095459,41.15476592466947,37.711765746644055 
 06/18  06:15:00,21.775000000000002,0.0,0.0,0.0,0.0,0.0,22.56435436487256,21.85022533046174,21.821759109647378,21.85989411349308,21.771342345777,21.972974232371296,40.07249984466534,40.463827040214525,39.98375078274182,41.121794282145444,37.79114869653903 
 06/18  06:30:00,21.950000000000003,0.0,0.0,0.0,0.0,0.0,22.499851781651884,21.852668024626922,21.822761681964767,21.859493902728556,21.772604076259537,21.96891324496132,40.02325694810999,40.452464635831525,40.00913971539563,41.079612004327466,37.87991042099481 
 06/18  06:45:00,22.125,0.0,0.0,0.0,0.0,0.0,22.445398634805198,21.862682072045768,21.832869852932447,21.868424009581666,21.782597023960395,21.970128184640966,39.78084400266831,40.19967761338082,39.75894123612904,40.830155591638466,37.804566724387726 
 06/18  07:00:00,22.3,0.0,0.0,0.0,0.0,0.0,22.404933902943146,21.88245193967689,21.852964990765894,21.888206642053632,21.80391189233007,21.97845817909624,39.405351211855795,39.82770462670807,39.377964880352124,40.41926735854832,37.63446030106321 
 06/18  07:15:00,22.55,0.0,0.0,0.0,0.0,0.0,22.377916767945404,21.911685510470793,21.882661535407916,21.917843358204234,21.834848732428597,21.993510427001365,38.884094417643254,39.29806174295276,38.84899887662005,39.87375913797441,37.367125280146155 
 06/18  07:30:00,22.8,0.0,0.0,0.0,0.0,0.0,22.36289038709911,21.948248366246794,21.919861161741693,21.95484662945776,21.87269554517429,22.013831921142557,38.26465825019969,38.665912548694784,38.22135682488731,39.22814733005387,37.02525715165533 
 06/18  07:45:00,23.05,0.0,0.0,0.0,0.0,0.0,22.360045709614933,21.990920928115514,21.963618744450905,21.99819583664791,21.91655913158296,22.03864782564602,37.54673531817566,37.926687160791595,37.49057430693676,38.48174748010779,36.6039621442747 
 06/18  08:00:00,23.3,0.0,0.0,0.0,0.0,0.0,22.370193596119794,22.03909667585337,22.013477621706397,22.0474480782043,21.96618111839941,22.067635789735217,36.751810250424846,37.10160322298011,36.678436911526994,37.65383473504917,36.119884980680226 
 06/18  08:15:00,23.575000000000003,0.0,0.0,0.0,0.0,0.0,22.3932386754157,22.09288492290779,22.069813181317453,22.10320289021357,22.021921982216607,22.10016217907511,35.87432495921594,36.180433661343045,35.76905134660146,36.73511577083735,35.583583419637776 
 06/18  08:30:00,23.85,0.0,0.0,0.0,0.0,0.0,22.429205984414047,22.151805094588596,22.13211991882108,22.164958786769763,22.083207012844433,22.13584705465109,34.93704935963568,35.188836697364934,34.790872524464945,35.75112930693069,35.00199150128972 
 06/18  08:45:00,24.124999999999996,0.0,0.0,0.0,0.0,0.0,22.48990986745051,22.244452191555848,22.268002252596276,22.280899796897152,22.17463069252711,22.194374454967697,33.17135845685131,32.63850174469644,32.59066638019134,34.02093067028156,33.69053292409777 
 06/18  09:00:00,24.4,0.0,0.0,0.0,0.0,0.0,22.57520378408373,22.369788985544197,22.464234488531517,22.438165616709938,22.298329600885687,22.27827862697026,31.286016125451,29.8769227926515,30.34123219345905,32.119792514998466,32.35192713490318 
 06/18  09:15:00,24.65,0.0,0.0,0.0,0.0,0.0,22.68401387551057,22.517848821624572,22.70202843132828,22.616755084763916,22.44446157877608,22.38063523110315,29.117217569661236,26.670575367118644,27.850384281048477,29.948583353669605,30.75677353660828 
 06/18  09:30:00,24.9,0.0,0.0,0.0,0.0,0.0,22.816809285067173,22.675200916390665,22.9495708611463,22.792710605005023,22.601782474951374,22.49078297361767,26.991687471983468,23.680217976767366,25.598347591750283,27.771161970198662,29.197003776408465 
 06/18  09:45:00,25.15,0.0,0.0,0.0,0.0,0.0,22.963716273085776,22.802779042857406,23.111615992387676,22.915294227732137,22.732553245508864,22.58202678853036,25.608722810344574,22.19114039898112,24.382197385087352,26.299385110950496,28.2534959355269 
 06/18  10:00:00,25.4,0.0,0.0,0.0,0.0,0.0,23.12372959254484,22.887721431652917,23.176262192569855,22.985844120318,22.826677624766734,22.64243166607394,24.666706257485288,21.540511195457256,23.603241774466483,25.201788953171388,27.607267271485327 
 06/18  10:15:00,25.624999999999996,0.0,0.0,0.0,0.0,0.0,23.298942504948595,22.94430774103028,23.196307523596367,23.03157038272182,22.89306592816751,22.680124727223017,23.9943366168241,21.22323251082527,23.04597266134884,24.414150253371403,27.154415037431235 
 06/18  10:30:00,25.85,0.0,0.0,0.0,0.0,0.0,23.484400414378236,22.985885307589985,23.193676684195516,23.07769953121625,22.95016720594984,22.706542285055445,23.518570284383145,21.253669541520935,22.490127979221626,23.72308896027377,26.833930429264583 
 06/18  10:45:00,26.075000000000003,0.0,0.0,0.0,0.0,0.0,23.675882365715673,23.05603293721344,23.27763338449379,23.14836864821551,23.024189464311224,22.7470432112582,22.42047327289255,19.901128016582234,21.48396022703048,22.649200551986567,26.018389767549806 
 06/18  11:00:00,26.3,0.0,0.0,0.0,0.0,0.0,23.882924560626126,23.162066798549663,23.43679227341751,23.24622325062892,23.123029378187017,22.810713714365374,21.143286138543843,18.28876907692745,20.337699043961194,21.439322256282068,25.095731688630238 
